question_id,node_id,node_name,cognitive_operation,cognitive_demand,reasoning
Q_M_20_081,N_M_21_009,Optimization of Root-Dependent Expressions,"Express a target quantity (sum of squares, sum of cubes, or difference of roots) in terms of Vieta's sums using Newton's identities or direct expansion, then minimize or maximize the resulting single-variable function of the parameter.",Build and Work Backwards,"Student must first express the target quantity (sum of squares, cubes) in terms of sum and product of roots via Newton's identities (setup), then reformulate as a single-variable function and optimize (inversion of the problem from 'find roots' to 'minimize an expression in the parameter')."
Q_M_20_082,N_M_21_009,Optimization of Root-Dependent Expressions,"Express a target quantity (sum of squares, sum of cubes, or difference of roots) in terms of Vieta's sums using Newton's identities or direct expansion, then minimize or maximize the resulting single-variable function of the parameter.",Build and Work Backwards,"Student must first express the target quantity (sum of squares, cubes) in terms of sum and product of roots via Newton's identities (setup), then reformulate as a single-variable function and optimize (inversion of the problem from 'find roots' to 'minimize an expression in the parameter')."
Q_M_20_083,N_M_21_010,Hidden Quadratic in Disguised Variable,"Recognize that a non-standard equation (involving √x, x + 1/x, [x], or a composite expression) conceals a quadratic in a transformed variable, perform the substitution, solve, then reverse-map with domain checks.",Build Then Solve,"The entire difficulty is in recognizing the disguise and performing the correct substitution. Once the quadratic is revealed, solving is standard. The cognitive work is representational."
Q_M_20_084,N_M_21_015,Linked-Equation Root Threading,"Given two or more quadratic equations sharing one root (α is a root of both), use Vieta's formulas on each equation to express the non-shared roots (β, γ) in terms of α and the parameter, then combine to find the target expression.",Build and Work Backwards,"Student must construct the setup across two equations sharing a root, express non-shared roots via Vieta's, and then work backwards from the target expression to determine the common root or parameter. This requires both construction and inversion."
Q_M_20_085,N_M_21_015,Linked-Equation Root Threading,"Given two or more quadratic equations sharing one root (α is a root of both), use Vieta's formulas on each equation to express the non-shared roots (β, γ) in terms of α and the parameter, then combine to find the target expression.",Build and Work Backwards,"Student must construct the setup across two equations sharing a root, express non-shared roots via Vieta's, and then work backwards from the target expression to determine the common root or parameter. This requires both construction and inversion."
Q_M_20_086,N_M_21_001,Greatest Integer Interaction,"Solve equations or inequalities where [x] (greatest integer function) interacts with polynomial or exponential terms, requiring case-by-case analysis on integer intervals and validating that solutions are consistent with the assumed integer part.",Build Then Solve,"Student must partition the real line into unit intervals, substitute [x] = n in each, solve the resulting standard equation, and check consistency. The cognitive load is entirely in constructing and managing the case structure."
Q_M_20_087,N_M_21_008,Root Location via Discriminant-Sign Analysis,"Determine parameter ranges for which roots satisfy positional constraints (both roots negative, one root in (a,b), roots in a given interval) by combining discriminant ≥ 0, sign of f(a), f(b), and axis-of-symmetry conditions.",Build Then Solve,"Student must construct a multi-condition system (D ≥ 0, f(a) conditions, vertex location, leading coefficient sign) and intersect the resulting inequalities. The setup—knowing which conditions to impose—is the entire challenge."
Q_M_20_088,N_M_21_009,Optimization of Root-Dependent Expressions,"Express a target quantity (sum of squares, sum of cubes, or difference of roots) in terms of Vieta's sums using Newton's identities or direct expansion, then minimize or maximize the resulting single-variable function of the parameter.",Build and Work Backwards,"Student must first express the target quantity (sum of squares, cubes) in terms of sum and product of roots via Newton's identities (setup), then reformulate as a single-variable function and optimize (inversion of the problem from 'find roots' to 'minimize an expression in the parameter')."
Q_M_20_089,N_M_21_014,Quadratic Reconstruction from Constraints,"Build or identify a quadratic polynomial from indirect constraints (function values at specific points, remainder conditions, or functional equations) rather than from explicit coefficients, then extract the required root or coefficient information.",Build and Work Backwards,"Student must work backwards from functional constraints (f(a) = b, remainder conditions, functional equations) to determine coefficients, then extract root information. The direction of reasoning is inverted from the typical 'given equation, find roots' pattern."
Q_M_20_090,N_M_21_002,Recurrence Collapse,"Recognize that a high-power symmetric expression in roots (αⁿ + βⁿ or αⁿ − βⁿ) can be reduced via the recurrence relation Pₙ = (sum of roots)·Pₙ₋₁ − (product of roots)·Pₙ₋₂, then simplify the given composite expression to a constant.",Formula with Judgment to Build Then Solve,"When the expression directly telescopes via the recurrence (e.g., (a₁₀ − 2a₈)/2a₉), it is retrieval_to_setup: recall the recurrence and identify what to substitute. When the expression involves ratios of sums of different-indexed terms (e.g., (α²³ + β²³ + α¹⁴ + β¹⁴)/(α¹⁵ + β¹⁵ + α¹⁰ + β¹⁰)), the student must first construct a representation that factors out common recurrence applications, making it setup_heavy."
Q_M_20_091,N_M_21_015,Linked-Equation Root Threading,"Given two or more quadratic equations sharing one root (α is a root of both), use Vieta's formulas on each equation to express the non-shared roots (β, γ) in terms of α and the parameter, then combine to find the target expression.",Build and Work Backwards,"Student must construct the setup across two equations sharing a root, express non-shared roots via Vieta's, and then work backwards from the target expression to determine the common root or parameter. This requires both construction and inversion."
