question_id,error_id,error_name,error_type,description
Q_M_17_097,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_098,ERR_M_18_005,Tangent-Normal Interchange,Procedural error,"The student writes the normal equation when the tangent is needed or vice versa, confusing the slope of the tangent (1/t) with the slope of the normal (−t) at a parametric point."
Q_M_17_098,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_099,ERR_M_18_007,Missing Branch in Common Tangent,Procedural error,"When finding common tangents to a parabola and another curve, the student finds only tangent lines with positive slope and misses negative-slope solutions (or vice versa), forgetting that tangency conditions can yield multiple valid slopes."
Q_M_17_100,ERR_M_18_010,Sign Error in Focal Chord Relation,Procedural error,"The student uses t₁t₂ = 1 instead of t₁t₂ = −1 for focal chord endpoints, or confuses the sign convention when one endpoint has a negative parameter."
Q_M_17_101,ERR_M_18_011,Minimum Distance via Wrong Foot-of-Normal,Procedural error,"The student correctly identifies that the closest point on the parabola lies along the normal but solves for the wrong root of the cubic normal equation, selecting a point that gives a local maximum or saddle point instead of the minimum."
Q_M_17_102,ERR_M_18_006,Parametric Point Not on Parabola,Setup error,"The student introduces a parametric point (at², 2at) but later substitutes into a constraint without verifying consistency, leading to extraneous solutions that do not lie on the parabola."
Q_M_17_103,ERR_M_18_010,Sign Error in Focal Chord Relation,Procedural error,"The student uses t₁t₂ = 1 instead of t₁t₂ = −1 for focal chord endpoints, or confuses the sign convention when one endpoint has a negative parameter."
Q_M_17_103,ERR_M_18_002,Chord Midpoint Formula vs. T = S₁ Confusion,Conceptual error,"The student attempts to use the midpoint formula directly on parametric endpoints instead of using the relation T = S₁, resulting in an over-determined system or algebraic error."
Q_M_17_104,ERR_M_18_003,Reflection Formula Misapplication,Procedural error,"When reflecting a parabola across a line, the student reflects individual points correctly but fails to substitute back to get the reflected curve equation, or uses the reflection formula for the wrong line (e.g., reflecting across y = x using the x-axis formula)."
Q_M_17_105,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_106,ERR_M_18_006,Parametric Point Not on Parabola,Setup error,"The student introduces a parametric point (at², 2at) but later substitutes into a constraint without verifying consistency, leading to extraneous solutions that do not lie on the parabola."
Q_M_17_107,ERR_M_18_002,Chord Midpoint Formula vs. T = S₁ Confusion,Conceptual error,"The student attempts to use the midpoint formula directly on parametric endpoints instead of using the relation T = S₁, resulting in an over-determined system or algebraic error."
Q_M_17_108,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_109,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_110,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_110,ERR_M_18_005,Tangent-Normal Interchange,Procedural error,"The student writes the normal equation when the tangent is needed or vice versa, confusing the slope of the tangent (1/t) with the slope of the normal (−t) at a parametric point."
Q_M_17_111,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_112,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_113,ERR_M_18_008,Directrix vs. Axis Confusion in Oblique Parabolas,Conceptual error,"When the axis is not aligned with coordinate axes, the student confuses the perpendicular distance to the directrix with the horizontal or vertical distance, using the wrong distance formula."
Q_M_17_114,ERR_M_18_002,Chord Midpoint Formula vs. T = S₁ Confusion,Conceptual error,"The student attempts to use the midpoint formula directly on parametric endpoints instead of using the relation T = S₁, resulting in an over-determined system or algebraic error."
Q_M_17_115,ERR_M_18_005,Tangent-Normal Interchange,Procedural error,"The student writes the normal equation when the tangent is needed or vice versa, confusing the slope of the tangent (1/t) with the slope of the normal (−t) at a parametric point."
Q_M_17_116,ERR_M_18_007,Missing Branch in Common Tangent,Procedural error,"When finding common tangents to a parabola and another curve, the student finds only tangent lines with positive slope and misses negative-slope solutions (or vice versa), forgetting that tangency conditions can yield multiple valid slopes."
Q_M_17_117,ERR_M_18_006,Parametric Point Not on Parabola,Setup error,"The student introduces a parametric point (at², 2at) but later substitutes into a constraint without verifying consistency, leading to extraneous solutions that do not lie on the parabola."
Q_M_17_117,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_118,ERR_M_18_005,Tangent-Normal Interchange,Procedural error,"The student writes the normal equation when the tangent is needed or vice versa, confusing the slope of the tangent (1/t) with the slope of the normal (−t) at a parametric point."
Q_M_17_119,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_119,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_120,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_121,ERR_M_18_005,Tangent-Normal Interchange,Procedural error,"The student writes the normal equation when the tangent is needed or vice versa, confusing the slope of the tangent (1/t) with the slope of the normal (−t) at a parametric point."
Q_M_17_122,ERR_M_18_007,Missing Branch in Common Tangent,Procedural error,"When finding common tangents to a parabola and another curve, the student finds only tangent lines with positive slope and misses negative-slope solutions (or vice versa), forgetting that tangency conditions can yield multiple valid slopes."
Q_M_17_122,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_123,ERR_M_18_009,Wrong Tangent Condition for Non-Standard Parabola,Setup error,The student applies the tangency condition c = a/m valid for y² = 4ax directly to a shifted parabola y² = 4a(x − h) or y² = 4ax + k without adjusting for the translation.
Q_M_17_124,ERR_M_18_010,Sign Error in Focal Chord Relation,Procedural error,"The student uses t₁t₂ = 1 instead of t₁t₂ = −1 for focal chord endpoints, or confuses the sign convention when one endpoint has a negative parameter."
Q_M_17_124,ERR_M_18_001,Area Sign Neglect for Oriented Triangles,Procedural error,"When computing the area of a triangle whose vertices lie on the parabola using the determinant formula, the student neglects absolute value and reports a negative area or misidentifies the orientation."
Q_M_17_125,ERR_M_18_004,Ignoring Latus Rectum Scaling,Setup error,"When the parabola is y² = 4ax, the student reads a = 1 regardless of the coefficient (e.g., for y² = 12x, using a = 1 instead of a = 3), leading to wrong focus, directrix, and all derived quantities."
Q_M_17_126,ERR_M_18_007,Missing Branch in Common Tangent,Procedural error,"When finding common tangents to a parabola and another curve, the student finds only tangent lines with positive slope and misses negative-slope solutions (or vice versa), forgetting that tangency conditions can yield multiple valid slopes."
