question_id,topic,concept_name
Q_M_01_190,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_190,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_190,3D Geometry,Line-plane intersection point determination
Q_M_01_191,3D Geometry,Image or reflection of a point in a line
Q_M_01_191,3D Geometry,Foot of perpendicular from a point onto a line
Q_M_01_191,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_192,3D Geometry,Distance from a point to a line or plane along a prescribed direction
Q_M_01_192,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_192,3D Geometry,Line-plane intersection point determination
Q_M_01_193,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_193,3D Geometry,Foot of perpendicular from point to plane
Q_M_01_194,3D Geometry,Line through two points in 3D
Q_M_01_194,3D Geometry,Foot of perpendicular from a point onto a line
Q_M_01_194,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_194,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_195,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_195,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_196,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_196,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_197,3D Geometry,Image of point in plane
Q_M_01_197,3D Geometry,Reflection of a point in a plane using midpoint inversion
Q_M_01_197,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_198,3D Geometry,Shortest distance between two skew lines
Q_M_01_199,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_199,3D Geometry,Image of point in plane
Q_M_01_199,3D Geometry,Reflection of a point in a plane using midpoint inversion
Q_M_01_200,3D Geometry,Angle bisector plane
Q_M_01_200,3D Geometry,Distance of a point from a plane
Q_M_01_201,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_201,3D Geometry,Distance of a point from a plane
Q_M_01_202,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_202,3D Geometry,Line-plane intersection point determination
Q_M_01_202,3D Geometry,Distance between parallel lines
Q_M_01_203,3D Geometry,Distance of a point from a plane
Q_M_01_204,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_204,3D Geometry,Foot of perpendicular from point to plane
Q_M_01_204,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_205,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_205,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_205,3D Geometry,Distance of a point from a plane
Q_M_01_206,3D Geometry,Reflection of a point in a plane using midpoint inversion
Q_M_01_206,3D Geometry,Image of point in plane
Q_M_01_206,3D Geometry,Area of a triangle via cross product of edge vectors
Q_M_01_207,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_207,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_207,3D Geometry,Area of a triangle via cross product of edge vectors
Q_M_01_208,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_208,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_208,3D Geometry,Distance of a point from a plane
Q_M_01_209,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_209,3D Geometry,Angle between two planes
Q_M_01_210,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_210,3D Geometry,Line-plane intersection point determination
Q_M_01_210,3D Geometry,Distance of a point from a plane
Q_M_01_211,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_211,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_212,3D Geometry,Line through two points in 3D
Q_M_01_212,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_213,3D Geometry,Projection of a line onto a plane
Q_M_01_213,3D Geometry,Area of a triangle via cross product of edge vectors
Q_M_01_214,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_214,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_215,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_215,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_216,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_216,3D Geometry,Angle between a line and a plane
Q_M_01_217,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_217,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_218,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_218,3D Geometry,Distance of a point from a plane
Q_M_01_219,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_219,3D Geometry,Angle between two planes
Q_M_01_220,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_220,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_220,3D Geometry,Image or reflection of a point in a line
Q_M_01_221,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_221,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_222,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_222,3D Geometry,Projection of a line onto a plane
Q_M_01_222,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_223,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_223,3D Geometry,Angle between two planes
Q_M_01_223,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_224,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_224,3D Geometry,Line-plane intersection point determination
Q_M_01_225,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_225,3D Geometry,Normal form of plane
Q_M_01_226,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_226,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_227,3D Geometry,Equation of line — vector and Cartesian form
Q_M_01_227,3D Geometry,Angle between a line and a plane
Q_M_01_228,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_228,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_229,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_229,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_230,3D Geometry,Line through a point intersecting two given lines
Q_M_01_230,3D Geometry,Equation of line — vector and Cartesian form
Q_M_01_230,3D Geometry,Angle between a line and a plane
Q_M_01_231,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_232,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_232,3D Geometry,Angle between two planes
Q_M_01_233,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_233,3D Geometry,Intercept form of plane
Q_M_01_233,3D Geometry,Line through two points in 3D
Q_M_01_234,3D Geometry,Projection of a line onto a plane
Q_M_01_235,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_235,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_235,3D Geometry,Distance of a point from a plane
Q_M_01_236,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_237,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_237,3D Geometry,Normal form of plane
Q_M_01_238,3D Geometry,Intercept form of plane
Q_M_01_238,3D Geometry,Line-plane intersection point determination
Q_M_01_239,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_239,3D Geometry,Angle between a line and a plane
Q_M_01_240,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_240,3D Geometry,Shortest distance between two skew lines
Q_M_01_241,3D Geometry,Normal form of plane
Q_M_01_241,3D Geometry,Distance of a point from a plane
Q_M_01_242,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_242,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_243,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_243,3D Geometry,Equation of line — vector and Cartesian form
Q_M_01_244,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_244,3D Geometry,Foot of perpendicular from point to plane
Q_M_01_245,3D Geometry,Distance from a point to a line or plane along a prescribed direction
Q_M_01_245,3D Geometry,Image of point in plane
Q_M_01_246,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_246,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_246,3D Geometry,Distance of a point from a plane
Q_M_01_247,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_247,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_248,3D Geometry,Line through two points in 3D
Q_M_01_248,3D Geometry,Direction cosines and direction ratios — constraint solving and angle between lines
Q_M_01_249,3D Geometry,Perpendicular plane construction using cross product of normals
Q_M_01_249,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_249,3D Geometry,Distance of a point from a plane
Q_M_01_250,3D Geometry,Shortest distance between two skew lines
Q_M_01_251,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_251,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_252,3D Geometry,Distance from a point to a line or plane along a prescribed direction
Q_M_01_253,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_253,3D Geometry,Line-plane intersection point determination
Q_M_01_254,3D Geometry,Family of planes through the line of intersection of two planes
Q_M_01_254,3D Geometry,Equation of a plane through three points or a point and a normal
Q_M_01_255,3D Geometry,Image or reflection of a point in a line
Q_M_01_256,3D Geometry,Line-plane intersection point determination
Q_M_01_256,3D Geometry,Area of a triangle via cross product of edge vectors
Q_M_01_257,3D Geometry,Image or reflection of a point in a line
Q_M_01_257,3D Geometry,Area of a triangle via cross product of edge vectors
Q_M_01_258,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_258,3D Geometry,Coplanarity condition for two lines via scalar triple product
Q_M_01_258,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_259,3D Geometry,Image or reflection of a point in a line
Q_M_01_260,3D Geometry,Image or reflection of a point in a line
Q_M_01_260,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_261,3D Geometry,Shortest distance between two skew lines
Q_M_01_261,3D Geometry,Shortest distance formula with parametric unknowns
Q_M_01_262,3D Geometry,Line through two points in 3D
Q_M_01_262,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_263,3D Geometry,Shortest distance between two skew lines
Q_M_01_263,3D Geometry,Symmetric and parametric forms of a line equation
Q_M_01_264,3D Geometry,Line through two points in 3D
Q_M_01_264,3D Geometry,Image or reflection of a point in a line
Q_M_01_264,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_265,3D Geometry,Shortest distance between two skew lines
Q_M_01_265,3D Geometry,Foot-of-perpendicular extraction via parametrization and dot-product condition
Q_M_01_266,3D Geometry,Line through two points in 3D
