question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_01_029,3D Geometry,Mathematics,2025,29th January Morning,MCQ,"Let L₁: (x - 1)/1 = (y - 2)/(-1) = (z - 1)/2 and L₂: (x + 1)/(-1) = (y - 2)/2 = z/1 be two lines. Let L₃ be a line passing through the point (α, β, γ) and be perpendicular to both L₁ and L₂. If L₃ intersects L₁, then |5α - 11β - 8γ| equals",False,,239,25,"[{'step': 1, 'action': 'Find the normal vector n to both L1 and L2 using cross product', 'concept_used': 'cross product'}, {'step': 2, 'action': 'Deduce that L3 must lie in the plane containing L1 and having normal N = d1 x n', 'concept_used': 'coplanar lines'}, {'step': 3, 'action': 'Calculate N = (5, -11, -8) and write the plane equation 5x - 11y - 8z = C', 'concept_used': 'equation of a plane'}, {'step': 4, 'action': 'Substitute a point from L1 into the plane equation to find C = -25', 'concept_used': 'substitution'}, {'step': 5, 'action': 'Conclude that any point (alpha, beta, gamma) on L3 satisfies 5alpha - 11beta - 8gamma = -25, so the absolute value is 25', 'concept_used': 'absolute value'}]","['20', '30', '15']"
Q_M_01_030,3D Geometry,Mathematics,2025,28th January Evening,MCQ,"The square of the distance of the point (15/7, 32/7, 7) from the line (x + 1)/3 = (y + 3)/5 = (z + 5)/7 in the direction of the vector î + 4ĵ + 7k̂ is",False,,150,66,"[{'step': 1, 'action': 'Write the parametric equation of the line passing through (15/7, 32/7, 7) with direction (1, 4, 7)', 'concept_used': 'parametric equations'}, {'step': 2, 'action': 'Equate this with the given line to find the point of intersection', 'concept_used': 'intersection of lines'}, {'step': 3, 'action': 'Solve the resulting linear equations to find the parameter value', 'concept_used': 'solving linear equations'}, {'step': 4, 'action': 'Find the distance vector and calculate its squared magnitude', 'concept_used': 'distance formula'}]","['45', '56', '76']"
Q_M_01_031,3D Geometry,Mathematics,2025,28th January Morning,MCQ,"Let A(x, y, z) be a point in xy-plane, which is equidistant from three points (0, 3, 2), (2, 0, 3) and (0, 0, 1). Let B = (1, 4, -1) and C = (2, 0, -2). Then among the statements (S1): triangle ABC is an isosceles right angled triangle, and (S2): the area of triangle ABC is (9√2)/2,",False,,283,Only S1 is true,"[{'step': 1, 'action': 'Set the coordinates of A as (x, y, 0) and use distance equations to the three given points', 'concept_used': 'distance formula'}, {'step': 2, 'action': 'Solve the system of equations to find A = (3, 2, 0)', 'concept_used': 'solving system of equations'}, {'step': 3, 'action': 'Calculate the squared side lengths of triangle ABC: AB^2=9, BC^2=18, CA^2=9', 'concept_used': 'distance formula'}, {'step': 4, 'action': 'Deduce that ABC is an isosceles right-angled triangle, making S1 true', 'concept_used': 'Pythagoras theorem'}, {'step': 5, 'action': 'Calculate the area of ABC as 9/2, proving S2 false', 'concept_used': 'area of triangle'}]","['Both S1 and S2 are true', 'Only S2 is true', 'Both S1 and S2 are false']"
Q_M_01_032,3D Geometry,Mathematics,2025,28th January Morning,MCQ,"If the image of the point (4, 4, 3) in the line (x - 1)/2 = (y - 2)/1 = (z - 1)/3 is (α, β, γ), then α + β + γ is equal to",False,,122,9,"[{'step': 1, 'action': 'Set up a parametric point M on the line and find the vector PM', 'concept_used': 'parametric equations'}, {'step': 2, 'action': ""Use the dot product of PM and the line's direction vector to find the perpendicular foot M"", 'concept_used': 'dot product for orthogonality'}, {'step': 3, 'action': 'Solve for the parameter to get M = (3, 3, 4)', 'concept_used': 'substitution'}, {'step': 4, 'action': 'Calculate the image Q = (alpha, beta, gamma) using Q = 2M - P', 'concept_used': 'midpoint formula'}, {'step': 5, 'action': 'Sum the coordinates alpha + beta + gamma', 'concept_used': 'arithmetic addition'}]","['7', '11', '13']"
Q_M_01_033,3D Geometry,Mathematics,2025,24th January Morning,MCQ,"Let in a triangle ABC, the length of the side AC be 6, the vertex B be (1, 2, 3) and the vertices A, C lie on the line (x - 6)/3 = (y - 7)/2 = (z - 7)/(-2). Then the area (in sq. units) of triangle ABC is",False,,204,21,"[{'step': 1, 'action': 'Identify the vector from B to a known point on the line passing through A and C', 'concept_used': 'vector subtraction'}, {'step': 2, 'action': 'Calculate the perpendicular distance (height) from B to the line using the cross product', 'concept_used': 'distance from point to line'}, {'step': 3, 'action': 'Evaluate the cross product magnitude and divide by the direction vector magnitude to get height = 7', 'concept_used': 'vector magnitude'}, {'step': 4, 'action': 'Compute the area of the triangle using 1/2 * base * height with AC = 6', 'concept_used': 'area of triangle'}]","['42', '14', '28']"
Q_M_01_034,3D Geometry,Mathematics,2025,24th January Morning,MCQ,"Let the line passing through the points (-1, 2, 1) and parallel to the line (x - 1)/2 = (y + 1)/3 = z/4 intersect the line (x + 2)/3 = (y - 3)/2 = (z - 4)/1 at the point P. Then the distance of P from the point Q(4, -5, 1) is",False,,225,5\sqrt{5},"[{'step': 1, 'action': 'Write the equation of the line passing through (-1, 2, 1) and parallel to L1', 'concept_used': 'equation of a line'}, {'step': 2, 'action': 'Find the intersection point P of this new line with L2 by equating their parametric forms', 'concept_used': 'intersection of lines'}, {'step': 3, 'action': 'Solve for the parameter to determine coordinates of P as (1, 5, 5)', 'concept_used': 'solving linear equations'}, {'step': 4, 'action': 'Calculate the distance between P and Q(4, -5, 1)', 'concept_used': 'distance formula'}]","['15', '5\\sqrt{3}', '25']"
Q_M_01_035,3D Geometry,Mathematics,2025,23rd January Evening,MCQ,"If the square of the shortest distance between the lines (x - 2)/1 = (y - 1)/2 = (z + 3)/(-3) and (x + 1)/2 = (y + 3)/4 = (z + 5)/(-5) is m/n, where m, n are coprime numbers, then m + n is equal to",False,,197,9,"[{'step': 1, 'action': 'Identify the direction vectors of both lines and compute their cross product to find the normal vector', 'concept_used': 'cross product'}, {'step': 2, 'action': 'Find the vector connecting a point from L1 to a point from L2', 'concept_used': 'vector subtraction'}, {'step': 3, 'action': 'Calculate the shortest distance using the projection of the connecting vector onto the normal vector', 'concept_used': 'shortest distance formula'}, {'step': 4, 'action': 'Square the shortest distance to get 4/5, identifying m = 4 and n = 5', 'concept_used': 'fraction representation'}, {'step': 5, 'action': 'Add m and n to find the final result', 'concept_used': 'arithmetic addition'}]","['7', '11', '5']"
Q_M_01_036,3D Geometry,Mathematics,2025,23rd January Evening,MCQ,"The distance of the line (x - 2)/2 = (y - 6)/3 = (z - 3)/4 from the point (1, 4, 0) along the line x/1 = (y - 2)/2 = (z + 3)/3 is",False,,129,\sqrt{14},"[{'step': 1, 'action': ""Write the parametric equation of the line passing through (1, 4, 0) parallel to L2's direction (1, 2, 3)"", 'concept_used': 'parametric equations'}, {'step': 2, 'action': 'Substitute this parametric point into the equation of L1 to find the intersection point', 'concept_used': 'intersection of lines'}, {'step': 3, 'action': 'Solve for the parameter to get the intersection point Q as (2, 6, 3)', 'concept_used': 'solving linear equations'}, {'step': 4, 'action': 'Compute the distance between P(1, 4, 0) and Q(2, 6, 3)', 'concept_used': 'distance formula'}]","['\\sqrt{11}', '\\sqrt{21}', '4']"
Q_M_01_037,3D Geometry,Mathematics,2025,23rd January Morning,MCQ,"Let P be the foot of the perpendicular from the point Q(10, -3, -1) on the line (x - 3)/7 = (y - 2)/(-1) = (z + 1)/(-2). Then the area of the right angled triangle PQR, where R is the point (3, -2, 1), is",False,,204,3\sqrt{30},"[{'step': 1, 'action': 'Set a parametric point P on the given line and form vector PQ', 'concept_used': 'parametric equations'}, {'step': 2, 'action': 'Use the orthogonality condition (dot product = 0) to find P = (10, 1, -3)', 'concept_used': 'dot product for orthogonality'}, {'step': 3, 'action': 'Find vectors PQ and QR and verify they are perpendicular, meaning the right angle is at Q', 'concept_used': 'dot product'}, {'step': 4, 'action': 'Calculate lengths of PQ and QR', 'concept_used': 'distance formula'}, {'step': 5, 'action': 'Compute the area of right-angled triangle PQR as 1/2 * PQ * QR', 'concept_used': 'area of triangle'}]","['2\\sqrt{30}', '4\\sqrt{30}', '5\\sqrt{30}']"
Q_M_01_038,3D Geometry,Mathematics,2025,22nd January Evening,MCQ,"Let a line pass through two distinct points P(-2, -1, 3) and Q, and be parallel to the vector 3î + 2ĵ + 2k̂. If the distance of the point Q from the point R(1, 3, 3) is 5, then the square of the area of triangle PQR is equal to",False,,227,136,"[{'step': 1, 'action': 'Parametrize point Q on the line passing through P with direction (3, 2, 2)', 'concept_used': 'parametric equations'}, {'step': 2, 'action': ""Use the distance condition QR = 5 to find Q's parameter"", 'concept_used': 'distance formula'}, {'step': 3, 'action': 'Solve the quadratic equation to get valid Q = (4, 3, 7)', 'concept_used': 'solving quadratic equations'}, {'step': 4, 'action': 'Calculate the area of triangle PQR using 1/2 |PR x PQ|', 'concept_used': 'cross product area'}, {'step': 5, 'action': 'Square the calculated area to obtain the final answer', 'concept_used': 'squaring'}]","['128', '144', '150']"
Q_M_01_039,3D Geometry,Mathematics,2025,22nd January Evening,MCQ,"The perpendicular distance of the line (x - 1)/2 = (y + 2)/(-1) = (z + 3)/2 from the point P(2, -10, 1) is",False,,106,3\sqrt{5},"[{'step': 1, 'action': 'Identify point A on the line and the direction vector v', 'concept_used': 'vector form of line'}, {'step': 2, 'action': 'Calculate vector AP from point A to the given point P', 'concept_used': 'vector subtraction'}, {'step': 3, 'action': 'Compute the cross product of AP and v', 'concept_used': 'cross product'}, {'step': 4, 'action': 'Find perpendicular distance using |AP x v| / |v|', 'concept_used': 'distance from point to line'}]","['2\\sqrt{5}', '5\\sqrt{3}', '4\\sqrt{5}']"
Q_M_01_040,3D Geometry,Mathematics,2025,22nd January Morning,MCQ,Let L₁: (x - 1)/2 = (y - 2)/3 = (z - 3)/4 and L₂: (x - 2)/3 = (y - 4)/4 = (z - 5)/5 be two lines. Then which of the following points lies on the line of the shortest distance between L₁ and L₂?,False,,193,"(1, 13/3, 11/3)","[{'step': 1, 'action': 'Find the normal vector n to both L1 and L2 by taking the cross product of their directions', 'concept_used': 'cross product'}, {'step': 2, 'action': 'Set up parametric points A on L1 and B on L2', 'concept_used': 'parametric equations'}, {'step': 3, 'action': 'Force the vector AB to be parallel to n to find parameters for the shortest distance points', 'concept_used': 'collinear vectors'}, {'step': 4, 'action': 'Solve for the parameters and find the intersection points on L1 and L2', 'concept_used': 'solving system of equations'}, {'step': 5, 'action': 'Construct the equation of the shortest distance line and select a valid parameterized point on it', 'concept_used': 'equation of a line'}]","['(1, 11/3, 13/3)', '(2, 7/3, 11/3)', '(5/3, 2, 13/3)']"
Q_M_01_041,3D Geometry,Mathematics,2025,22nd January Morning,MCQ,"Consider the line L passing through the points (1, 2, 3) and (2, 3, 5). The distance of the point (11/3, 11/3, 19/3) from the line L along the line (3x - 11)/2 = (3y - 11)/1 = (3z - 19)/2 is equal to",False,,199,3,"[{'step': 1, 'action': 'Find the equation of line L passing through (1, 2, 3) and (2, 3, 5).', 'concept_used': 'Line Equation'}, {'step': 2, 'action': 'Determine the direction ratios of the second given line along which distance is to be measured.', 'concept_used': 'Direction Ratios'}, {'step': 3, 'action': 'Find the point of intersection between line L and the line passing through (11/3, 11/3, 19/3) with the direction of the second line.', 'concept_used': 'Point of Intersection'}, {'step': 4, 'action': 'Calculate the distance between the point (11/3, 11/3, 19/3) and the obtained intersection point.', 'concept_used': 'Distance Formula'}]","['2', '4', '5']"
Q_M_01_042,3D Geometry,Mathematics,2024,9th April Evening,MCQ,The shortest distance between the lines (x - 3)/4 = (y + 7)/(-11) = (z - 1)/5 and (x - 5)/3 = (y - 9)/(-6) = (z + 2)/1 is,False,,121,187/\sqrt{563},"[{'step': 1, 'action': 'Identify the point and direction vector for the first line.', 'concept_used': 'Line Equation'}, {'step': 2, 'action': 'Identify the point and direction vector for the second line.', 'concept_used': 'Line Equation'}, {'step': 3, 'action': 'Calculate the cross product of the two direction vectors.', 'concept_used': 'Cross Product'}, {'step': 4, 'action': 'Find the vector joining the points on the two lines.', 'concept_used': 'Vector Subtraction'}, {'step': 5, 'action': 'Use the formula for the shortest distance between skew lines by taking the dot product of the joining vector with the cross product and dividing by its magnitude.', 'concept_used': 'Shortest Distance'}]","['178/\\sqrt{563}', '185/\\sqrt{563}', '179/\\sqrt{563}']"
Q_M_01_043,3D Geometry,Mathematics,2024,9th April Morning,MCQ,"Let the line L intersect the lines x - 2 = -y = z - 1, 2(x + 1) = 2(y - 1) = z + 1 and be parallel to the line (x - 2)/3 = (y - 1)/1 = (z - 2)/2. Then which of the following points lies on L?",False,,191,"(-1/3, 1, -1)","[{'step': 1, 'action': 'Rewrite the equations of the given lines in standard symmetric form.', 'concept_used': 'Symmetric Form'}, {'step': 2, 'action': 'Write the general points on both lines using parameters.', 'concept_used': 'Parametric Form'}, {'step': 3, 'action': 'Equate the vector joining these general points to be proportional to the given direction ratios of line L.', 'concept_used': 'Direction Ratios'}, {'step': 4, 'action': 'Solve the system of equations to find the exact points of intersection on the lines.', 'concept_used': 'System of Equations'}, {'step': 5, 'action': 'Form the equation of line L and check which of the given points satisfies the equation.', 'concept_used': 'Line Equation'}]","['(-1/3, -1, 1)', '(-1/3, 1, 1)', '(-1/3, -1, -1)']"
Q_M_01_044,3D Geometry,Mathematics,2024,9th April Morning,MCQ,"If the shortest distance between the lines (x - λ)/2 = (y - 4)/3 = (z - 3)/4 and (x - 2)/4 = (y - 4)/6 = (z - 7)/8 is 13/29, then a value of λ is",True,EX_M_01_038,145,1,"[{'step': 1, 'action': 'Identify that the two given lines are parallel as their direction vectors are proportional.', 'concept_used': 'Parallel Lines'}, {'step': 2, 'action': 'Write down the points passing through both lines.', 'concept_used': 'Line Equation'}, {'step': 3, 'action': 'Find the vector connecting the two points and compute its cross product with the common direction vector.', 'concept_used': 'Cross Product'}, {'step': 4, 'action': 'Use the formula for shortest distance between parallel lines and equate it to the given distance.', 'concept_used': 'Shortest Distance'}, {'step': 5, 'action': 'Solve the resulting quadratic equation to find the values of lambda.', 'concept_used': 'Quadratic Equation'}]","['-1', '13/25', '-13/25']"
Q_M_01_045,3D Geometry,Mathematics,2024,8th April Evening,MCQ,"Let P(x, y, z) be a point in the first octant, whose projection in the xy-plane is the point Q. Let OP = γ; the angle between OQ and the positive x-axis be θ; and the angle between OP and the positive z-axis be φ, where O is the origin. Then the distance of P from the x-axis is",False,,278,\gamma \sqrt{1 - \sin^2 \phi \cos^2 \theta},"[{'step': 1, 'action': 'Express the z-coordinate of point P in terms of its distance from the origin and the given angle with the z-axis.', 'concept_used': 'Spherical Coordinates'}, {'step': 2, 'action': 'Find the length of the projection of OP on the xy-plane.', 'concept_used': 'Trigonometry'}, {'step': 3, 'action': 'Determine the x and y coordinates of P using the projection length and the angle with the x-axis.', 'concept_used': 'Trigonometry'}, {'step': 4, 'action': 'Write the formula for the perpendicular distance of P from the x-axis.', 'concept_used': 'Distance Formula'}, {'step': 5, 'action': 'Substitute the y and z coordinates into the distance formula and simplify to match the correct expression.', 'concept_used': 'Trigonometric Identities'}]","['\\gamma \\sqrt{1 - \\sin^2 \\theta \\cos^2 \\phi}', '\\gamma \\sqrt{1 + \\cos^2 \\theta \\sin^2 \\phi}', '\\gamma \\sqrt{1 + \\cos^2 \\phi \\sin^2 \\theta}']"
